Date,Username,Name,Before Price,After Price,Link
19-11-2024 15:40:54,vroomleasing,[BIKE RENTAL] Yamaha | Honda | Kawasaki | XSR155 | XSR | CB150X | CB200X | CB150 | CB200 | RXZ | MT15 | CBR150 | Krr | R15V4M | R15 V4 | R15 | R15v2 | Spark | Spark Leovince | X1R | X1R Yoshi | Aerox | Nmax | Duke 200 | Duke | Sniper | Gilera | ST200,Not Slashed,35,https://www.carousell.sg/p/bike-rental-yamaha-honda-kawasaki-xsr155-xsr-cb150x-cb200x-cb150-cb200-rxz-mt15-cbr150-krr-r15v4m-r15-v4-r15-r15v2-spark-spark-leovince-x1r-x1r-yoshi-aerox-nmax-duke-200-duke-sniper-gilera-st200-1239079102/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=11
19-11-2024 15:40:54,vroomleasing,[BIKE RENTAL] Yamaha | Honda | Kawasaki | XSR155 | XSR | CB150X | CB200X | CB150 | CB200 | RXZ | MT15 | CBR150 | Krr | R15V4M | R15 V4 | R15 | R15v2 | Spark | Spark Leovince | X1R | X1R Yoshi | Aerox | Nmax | Duke 200 | Duke | Sniper | Gilera | ST200,Not Slashed,35,https://www.carousell.sg/p/bike-rental-yamaha-honda-kawasaki-xsr155-xsr-cb150x-cb200x-cb150-cb200-rxz-mt15-cbr150-krr-r15v4m-r15-v4-r15-r15v2-spark-spark-leovince-x1r-x1r-yoshi-aerox-nmax-duke-200-duke-sniper-gilera-st200-1239081001/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=13
19-11-2024 15:40:54,camel_filter,Krr150,Not Slashed,"21,000",https://www.carousell.sg/p/krr150-1336251549/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=14
19-11-2024 15:40:54,ecogreenman,KRR150,Not Slashed,"16,000",https://www.carousell.sg/p/krr150-1336138765/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=15
19-11-2024 15:40:54,27dgs5fncf57634,krr 150 kips,Not Slashed,"14,000",https://www.carousell.sg/p/krr-150-kips-1336109838/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=16
19-11-2024 15:40:54,mundanebeings,Krr 150,Not Slashed,"13,500",https://www.carousell.sg/p/krr-150-1330724640/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=17
19-11-2024 15:40:54,underdawg,ZX150 KRR Kawasaki,Not Slashed,"10,000",https://www.carousell.sg/p/zx150-krr-kawasaki-1325331785/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=18
19-11-2024 15:40:54,cleansneaker,Looking for KRR parts,Not Slashed,0,https://www.carousell.sg/p/looking-for-krr-parts-1335664431/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=19
19-11-2024 15:40:54,vroomleasing,[BIKE RENTAL] Yamaha | Honda | Kawasaki | XSR155 | XSR | CB150X | CB200X | CB150 | CB200 | RXZ | MT15 | CBR150 | Krr | R15V4M | R15 V4 | R15 | R15v2 | Spark | Spark Leovince | X1R | X1R Yoshi | Aerox | Nmax | Duke 200 | Duke | Sniper | Gilera | ST200,Not Slashed,35,https://www.carousell.sg/p/bike-rental-yamaha-honda-kawasaki-xsr155-xsr-cb150x-cb200x-cb150-cb200-rxz-mt15-cbr150-krr-r15v4m-r15-v4-r15-r15v2-spark-spark-leovince-x1r-x1r-yoshi-aerox-nmax-duke-200-duke-sniper-gilera-st200-1239078277/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=20
19-11-2024 15:40:54,kamikazeee,Krr150,Not Slashed,0,https://www.carousell.sg/p/krr150-1335157740/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=21
19-11-2024 15:40:54,vroomleasing,[BIKE RENTAL] Yamaha | Honda | Kawasaki | XSR155 | XSR | CB150X | CB200X | CB150 | CB200 | RXZ | MT15 | CBR150 | Krr | R15V4M | R15 V4 | R15 | R15v2 | Spark | Spark Leovince | X1R | X1R Yoshi | Aerox | Nmax | Duke 200 | Duke | Sniper | Gilera | ST200,Not Slashed,35,https://www.carousell.sg/p/bike-rental-yamaha-honda-kawasaki-xsr155-xsr-cb150x-cb200x-cb150-cb200-rxz-mt15-cbr150-krr-r15v4m-r15-v4-r15-r15v2-spark-spark-leovince-x1r-x1r-yoshi-aerox-nmax-duke-200-duke-sniper-gilera-st200-1239081350/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=22
19-11-2024 15:40:54,therealestdealer2.0,RXZ  (wts/ wtt krr),Not Slashed,"5,000",https://www.carousell.sg/p/rxz-wts-wtt-krr-1335050415/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=23
19-11-2024 15:40:54,lookingforkrr,LOOKING FOR KRR150,Not Slashed,111,https://www.carousell.sg/p/looking-for-krr150-1323905290/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=25
19-11-2024 15:40:54,tansrimpires,Kawasaki KRR 150,Not Slashed,"19,800",https://www.carousell.sg/p/kawasaki-krr-150-1282875373/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=27
19-11-2024 15:40:54,tansrimpires,Kawasaki KRR 150 ZX150,"21,500","19,500",https://www.carousell.sg/p/kawasaki-krr-150-zx150-1290394402/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=28
19-11-2024 15:40:54,tellemwhatupssss,Aerox V1 2029 WTT with KRR,Not Slashed,0,https://www.carousell.sg/p/aerox-v1-2029-wtt-with-krr-1334368534/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=29
19-11-2024 15:40:54,hxd4_,krr coverset ori,Not Slashed,850,https://www.carousell.sg/p/krr-coverset-ori-1323776883/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=30
19-11-2024 15:40:54,ssftw,krr 150,Not Slashed,"12,000",https://www.carousell.sg/p/krr-150-1328951086/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=31
19-11-2024 15:40:54,zuuulx,Kawasaki KRR 150,Not Slashed,"9,300",https://www.carousell.sg/p/kawasaki-krr-150-1323509358/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=32
19-11-2024 15:40:54,lololol345,LF KRR Renewable,Not Slashed,"4,000",https://www.carousell.sg/p/lf-krr-renewable-1323261947/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=33
19-11-2024 15:40:54,hxzzyy,Wtt sniper v2 for krr or rxz,Not Slashed,1,https://www.carousell.sg/p/wtt-sniper-v2-for-krr-or-rxz-1252786828/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=34
19-11-2024 15:40:54,idkwhattoputla,Looking For KRR,Not Slashed,0,https://www.carousell.sg/p/looking-for-krr-1317365997/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=35
19-11-2024 15:40:54,lincahkadok,KRR 150 UPDATED,Not Slashed,"12,000",https://www.carousell.sg/p/krr-150-updated-1026096141/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=36
19-11-2024 15:40:54,_unknown_31,KRR ZX150 (Test water),Not Slashed,"10,500",https://www.carousell.sg/p/krr-zx150-test-water-1327949594/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=37
19-11-2024 15:40:54,bbgrl,KRR 150ZX KAWASAKI NINJA,Not Slashed,"22,888",https://www.carousell.sg/p/krr-150zx-kawasaki-ninja-1333173532/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=38
19-11-2024 15:40:54,misterasap,Yamaha RXZ 135 6 SPEED MILLI 1999 WTT KRR,Not Slashed,"12,200",https://www.carousell.sg/p/yamaha-rxz-135-6-speed-milli-1999-wtt-krr-1268677986/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=39
19-11-2024 15:40:54,vroomleasing,[BIKE RENTAL] Yamaha | Honda | Kawasaki | XSR155 | XSR | CB150X | CB200X | CB150 | CB200 | RXZ | MT15 | CBR150 | Krr | R15V4M | R15 V4 | R15 | R15v2 | Spark | Spark Leovince | X1R | X1R Yoshi | Aerox | Nmax | Duke 200 | Duke | Sniper | Gilera | ST200,Not Slashed,35,https://www.carousell.sg/p/bike-rental-yamaha-honda-kawasaki-xsr155-xsr-cb150x-cb200x-cb150-cb200-rxz-mt15-cbr150-krr-r15v4m-r15-v4-r15-r15v2-spark-spark-leovince-x1r-x1r-yoshi-aerox-nmax-duke-200-duke-sniper-gilera-st200-1218129515/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=40
19-11-2024 15:40:54,oscarmike_,LF KRR OR RXZ,Not Slashed,"1,234",https://www.carousell.sg/p/lf-krr-or-rxz-1313602113/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=41
19-11-2024 15:40:54,vroomleasing,[BIKE RENTAL] Yamaha | Honda | Kawasaki | XSR155 | XSR | CB150X | CB200X | CB150 | CB200 | RXZ | MT15 | CBR150 | Krr | R15V4M | R15 V4 | R15 | R15v2 | Spark | Spark Leovince | X1R | X1R Yoshi | Aerox | Nmax | Duke 200 | Duke | Sniper | Gilera | ST200,Not Slashed,35,https://www.carousell.sg/p/bike-rental-yamaha-honda-kawasaki-xsr155-xsr-cb150x-cb200x-cb150-cb200-rxz-mt15-cbr150-krr-r15v4m-r15-v4-r15-r15v2-spark-spark-leovince-x1r-x1r-yoshi-aerox-nmax-duke-200-duke-sniper-gilera-st200-1239078431/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=42
19-11-2024 15:40:54,vroomleasing,[BIKE RENTAL] Yamaha | Honda | Kawasaki | XSR155 | XSR | CB150X | CB200X | CB150 | CB200 | RXZ | MT15 | CBR150 | Krr | R15V4M | R15 V4 | R15 | R15v2 | Spark | Spark Leovince | X1R | X1R Yoshi | Aerox | Nmax | Duke 200 | Duke | Sniper | Gilera | ST200,Not Slashed,35,https://www.carousell.sg/p/bike-rental-yamaha-honda-kawasaki-xsr155-xsr-cb150x-cb200x-cb150-cb200-rxz-mt15-cbr150-krr-r15v4m-r15-v4-r15-r15v2-spark-spark-leovince-x1r-x1r-yoshi-aerox-nmax-duke-200-duke-sniper-gilera-st200-1239078767/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=44
19-11-2024 15:40:54,bikegaragesg,"BUY 2B BIKES , SELL FOR CASH OR EXPORT SAME PAYMENT | EXPORT KRR 150 | CB150R |125Z | RXZ | Honda Wave | Jupiter 135 | X1R | Spark 135 | Pulsar | R15 V2 | R15 V3 | MT15 | Jupiter 135 | FZ16 | NS200 | Duke 200",Not Slashed,"2,000",https://www.carousell.sg/p/buy-2b-bikes-sell-for-cash-or-export-same-payment-export-krr-150-cb150r-125z-rxz-honda-wave-jupiter-135-x1r-spark-135-pulsar-r15-v2-r15-v3-mt15-jupiter-135-fz16-ns200-duke-200-1216953664/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=45
19-11-2024 15:40:54,matbawablock,Krr150,Not Slashed,"14,000",https://www.carousell.sg/p/krr150-1309335520/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=46
19-11-2024 15:40:54,matsentol111,LF RXZ or KRR,"3,000","2,000",https://www.carousell.sg/p/lf-rxz-or-krr-1282542075/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=47
19-11-2024 15:40:54,vroomleasing,[BIKE RENTAL] Yamaha | Honda | Kawasaki | XSR155 | XSR | CB150X | CB200X | CB150 | CB200 | RXZ | MT15 | CBR150 | Krr | R15V4M | R15 V4 | R15 | R15v2 | Spark | Spark Leovince | X1R | X1R Yoshi | Aerox | Nmax | Duke 200 | Duke | Sniper | Gilera | ST200,Not Slashed,35,https://www.carousell.sg/p/bike-rental-yamaha-honda-kawasaki-xsr155-xsr-cb150x-cb200x-cb150-cb200-rxz-mt15-cbr150-krr-r15v4m-r15-v4-r15-r15v2-spark-spark-leovince-x1r-x1r-yoshi-aerox-nmax-duke-200-duke-sniper-gilera-st200-1239080663/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=48
19-11-2024 15:40:54,vroomleasing,[BIKE RENTAL] Yamaha | Honda | Kawasaki | XSR155 | XSR | CB150X | CB200X | CB150 | CB200 | RXZ | MT15 | CBR150 | Krr | R15V4M | R15 V4 | R15 | R15v2 | Spark | Spark Leovince | X1R | X1R Yoshi | Aerox | Nmax | Duke 200 | Duke | Sniper | Gilera | ST200,Not Slashed,38,https://www.carousell.sg/p/bike-rental-yamaha-honda-kawasaki-xsr155-xsr-cb150x-cb200x-cb150-cb200-rxz-mt15-cbr150-krr-r15v4m-r15-v4-r15-r15v2-spark-spark-leovince-x1r-x1r-yoshi-aerox-nmax-duke-200-duke-sniper-gilera-st200-1218129921/?t-id=Jx1Ykzr7t9_1732002055802&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=NdmobfBkKW09VyLS&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=49
19-11-2024 21:42:44,minimatmotor,Kawasaki KRR 150 (COE: 11/34),Not Slashed,"19,588",https://www.carousell.sg/p/kawasaki-krr-150-coe-11-34-1337177927/?t-id=mervpES6_R_1732023767007&t-referrer_browse_type=search_results&t-referrer_filter_category=1595&t-referrer_filter_condition=USED&t-referrer_page_type=search&t-referrer_request_id=bH4ciHi2qmHnH553&t-referrer_search_query_source=ss_dropdown&t-referrer_sort_by=popular&t-tap_index=0
